sprint,captured_at,issue_number,title,status,state,assignees,labels,url,created_at,closed_at
lab01s02,2026-08-20T19:04:09.849436+00:00,14,[SPRINT 2] Analise RQ6 e RQ7 para 1000 repositórios,Sprint Backlog,OPEN,pedroMontandon,,https://github.com/matheustitton/lab01-repositorios-populares/issues/14,2026-08-18T12:40:14+00:00,
lab01s02,2026-08-20T19:04:09.849436+00:00,15,[SPRINT 2] Snapshot finalização da Sprint 2 e inicio da Sprint 3,Sprint Backlog,OPEN,pedroMontandon,,https://github.com/matheustitton/lab01-repositorios-populares/issues/15,2026-08-18T12:40:53+00:00,
lab01s03,2026-08-27T00:12:43.379379+00:00,21,[SPRINT 3] Consolidar as 7 RQs e gerar todas as figuras,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab01-repositorios-populares/issues/21,2026-08-21T00:25:42+00:00,2026-08-26T00:31:10+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,20,"[SPRINT 3] RQ05+RQ06+RQ07 Implementar análise de linguagem, issues fechadas e contribuição por linguagem",Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab01-repositorios-populares/issues/20,2026-08-21T00:24:53+00:00,2026-08-26T00:29:59+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,4,"Sprint 1: Hipóteses informais das 7 RQs e fonte de ""linguagens populares""",Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab01-repositorios-populares/issues/4,2026-08-11T23:55:44+00:00,2026-08-13T20:55:34+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,17,[SPRINT 2] Implementação do GraphQL para 1000 repositórios,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab01-repositorios-populares/issues/17,2026-08-18T22:33:58+00:00,2026-08-18T23:24:21+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,6,Sprint 1: Snapshot de fechamento da Sprint 01 (Lab01S01),Done,CLOSED,muriloAmachado;matheustitton,,https://github.com/matheustitton/lab01-repositorios-populares/issues/6,2026-08-12T00:01:08+00:00,2026-08-13T22:55:44+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,3,Sprint 1: Implementar processamento dos dados e exportação em CSV,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab01-repositorios-populares/issues/3,2026-08-11T23:52:28+00:00,2026-08-13T16:57:48+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,5,"Sprint 1: Setup do GitHub Projects: colunas, WIP e política do board",Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab01-repositorios-populares/issues/5,2026-08-11T23:59:40+00:00,2026-08-11T23:59:55+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,1,Sprint 1: Implementar consulta GraphQL para 100 repositórios,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab01-repositorios-populares/issues/1,2026-08-11T23:48:04+00:00,2026-08-13T14:54:17+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,2,Sprint 1: Validar campos brutos da API em amostra de 5-10 repositórios,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab01-repositorios-populares/issues/2,2026-08-11T23:50:22+00:00,2026-08-13T21:25:43+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,7,Sprint 1: Criar arquitetura inicial do projeto,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab01-repositorios-populares/issues/7,2026-08-13T13:41:42+00:00,2026-08-13T13:43:56+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,12,[SPRINT 2] Analise RQ1 e RQ2 para 1000 repositórios,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab01-repositorios-populares/issues/12,2026-08-18T12:38:50+00:00,2026-08-18T23:25:39+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,13,"[SPRINT 2] Analise RQ3, RQ4 e RQ5 para 1000 repositórios",Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab01-repositorios-populares/issues/13,2026-08-18T12:39:37+00:00,2026-08-18T23:30:20+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,14,[SPRINT 2] Analise RQ6 e RQ7 para 1000 repositórios,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab01-repositorios-populares/issues/14,2026-08-18T12:40:14+00:00,2026-08-20T19:06:06+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,15,[SPRINT 2] Snapshot finalização da Sprint 2 e inicio da Sprint 3,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab01-repositorios-populares/issues/15,2026-08-18T12:40:53+00:00,2026-08-20T19:06:07+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,18,[SPRINT 3] - RQ01+RQ02 Implementar análise e histograma de idade e PRs mergeadas,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab01-repositorios-populares/issues/18,2026-08-21T00:20:13+00:00,2026-08-25T01:07:42+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,19,[SPRINT 3] RQ03+RQ04 Implementar análise de releases e frequência de atualização,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab01-repositorios-populares/issues/19,2026-08-21T00:23:42+00:00,2026-08-25T17:44:27+00:00
lab01s03,2026-08-27T00:12:43.379379+00:00,22,[SPRINT 3] Board atualizado + snapshot Lab01S03,Sprint Backlog,OPEN,pedroMontandon,,https://github.com/matheustitton/lab01-repositorios-populares/issues/22,2026-08-21T00:26:16+00:00,
lab02s02,2026-09-18T00:26:35.044121+00:00,38,[SPRINT 2] Trial K6 - sem IA,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/38,2026-09-11T20:57:08+00:00,2026-09-18T00:26:29+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,46,[SPRINT 2] Trial K1 - com IA,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/46,2026-09-11T21:02:12+00:00,2026-09-18T00:26:32+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,40,[SPRINT 2] Trial K5 - sem IA,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/40,2026-09-11T20:58:23+00:00,2026-09-18T00:26:30+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,27,[SPRINT 1] Preparar ambiente e script de métricas estáticas,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/27,2026-09-08T23:05:58+00:00,2026-09-09T01:07:52+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,50,[SPRINT 2] Trial K4 - com IA,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/50,2026-09-11T21:04:01+00:00,2026-09-18T00:04:24+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,36,[SPRINT 2] K4 - sem IA,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/36,2026-09-11T20:55:48+00:00,2026-09-18T00:26:25+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,48,[SPRINT 2] Trial K2 - com IA,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/48,2026-09-11T21:03:11+00:00,2026-09-18T00:04:29+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,47,[SPRINT 2] Trial K5 - sem IA,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/47,2026-09-11T21:02:35+00:00,2026-09-18T00:04:35+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,44,[SPRINT 2] Trial K1 - sem IA,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/44,2026-09-11T21:01:11+00:00,2026-09-18T00:04:32+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,49,[SPRINT 2] Trial K6 - com IA,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/49,2026-09-11T21:03:33+00:00,2026-09-18T00:04:30+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,28,[SPRINT 1] Selecionar katas e redigir hipóteses e ameaças à validade,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/28,2026-09-08T23:06:47+00:00,2026-09-08T23:40:43+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,26,[SPRINT 1] Implementar script de cronometragem,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/26,2026-09-08T23:05:13+00:00,2026-09-09T00:16:52+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,29,[SPRINT 1] Consolidar o Desenho do Experimento,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/29,2026-09-08T23:08:08+00:00,2026-09-08T23:40:43+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,30,[SPRINT 1] Configuração do Board,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/30,2026-09-08T23:09:27+00:00,2026-09-08T23:10:05+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,35,[SPRINT 2] Trial K3 - com IA,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/35,2026-09-11T20:55:06+00:00,2026-09-18T00:26:24+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,33,[SPRINT2] Trial K1 — com IA,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/33,2026-09-11T20:53:22+00:00,2026-09-17T15:45:25+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,32,[SPRINT 2] Board atualizado + Snapshot LAB02S02,Sprint Backlog,OPEN,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/32,2026-09-11T20:48:50+00:00,
lab02s02,2026-09-18T00:26:35.044121+00:00,34,[SPRINT 2] Trial K2 - sem IA,Done,CLOSED,pedroMontandon,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/34,2026-09-11T20:54:35+00:00,2026-09-17T15:40:07+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,37,[SPRINT 2] K5 - com IA,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/37,2026-09-11T20:56:21+00:00,2026-09-17T15:40:06+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,39,[SPRINT 2] Trial K6 - sem IA,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/39,2026-09-11T20:57:38+00:00,2026-09-17T15:50:49+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,41,[SPRINT 2] Trial K4 - sem IA,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/41,2026-09-11T20:59:10+00:00,2026-09-17T15:49:33+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,42,[SPRINT 2] Trial K3 - sem IA,Done,CLOSED,muriloAmachado,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/42,2026-09-11T20:59:44+00:00,2026-09-18T00:01:39+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,43,[SPRINT 2] Trial K2 - sem IA,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/43,2026-09-11T21:00:44+00:00,2026-09-17T15:46:44+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,45,[SPRINT 2] Trial K3 - com IA,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/45,2026-09-11T21:01:41+00:00,2026-09-17T15:48:36+00:00
lab02s02,2026-09-18T00:26:35.044121+00:00,51,[SPRINT 2] Consolidação dos dados da Sprint 2,Done,CLOSED,matheustitton,,https://github.com/matheustitton/lab-medicao-experimentacao-6-periodo/issues/51,2026-09-11T21:05:14+00:00,2026-09-18T00:21:31+00:00
